,Unnamed: 0,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Y,Sex_F,Sex_I,Sex_M
1292,1292,0.515,0.4,0.135,0.6965,0.32,0.1255,0.175,9,False,True,False
1293,1293,0.52,0.4,0.13,0.5825,0.233,0.1365,0.18,10,False,True,False
1294,1294,0.52,0.395,0.125,0.663,0.3005,0.131,0.1905,9,False,True,False
1295,1295,0.525,0.4,0.125,0.6965,0.369,0.1385,0.164,9,False,True,False
1296,1296,0.525,0.42,0.155,0.842,0.428,0.1415,0.2045,9,False,False,True
1297,1297,0.53,0.415,0.13,0.694,0.3905,0.111,0.167,9,False,True,False
1298,1298,0.53,0.42,0.155,0.81,0.4725,0.111,0.192,10,False,True,False
1299,1299,0.53,0.415,0.11,0.5745,0.2525,0.1235,0.189,9,False,True,False
1300,1300,0.53,0.425,0.13,0.7675,0.419,0.1205,0.21,9,False,True,False
1301,1301,0.535,0.4,0.135,0.6025,0.2895,0.121,0.154,9,False,True,False
1302,1302,0.535,0.415,0.15,0.5765,0.3595,0.135,0.225,8,False,True,False
1303,1303,0.535,0.41,0.13,0.7145,0.335,0.144,0.2075,9,True,False,False
1304,1304,0.535,0.435,0.15,0.717,0.3475,0.1445,0.194,9,False,False,True
1305,1305,0.54,0.42,0.145,0.8655,0.4315,0.163,0.2175,10,True,False,False
1306,1306,0.54,0.42,0.14,0.7265,0.3205,0.1445,0.229,9,False,True,False
1307,1307,0.545,0.435,0.135,0.7715,0.372,0.148,0.227,8,False,True,False
1308,1308,0.545,0.445,0.15,0.8,0.3535,0.163,0.207,9,True,False,False
1309,1309,0.545,0.43,0.15,0.7285,0.302,0.1315,0.2545,10,False,True,False
1310,1310,0.545,0.405,0.135,0.5945,0.27,0.1185,0.185,8,False,True,False
1311,1311,0.55,0.43,0.145,0.7895,0.3745,0.171,0.223,11,False,True,False
1312,1312,0.55,0.405,0.125,0.651,0.2965,0.137,0.2,9,True,False,False
1313,1313,0.55,0.43,0.15,0.8745,0.413,0.1905,0.248,9,False,False,True
1314,1314,0.55,0.435,0.14,0.7535,0.3285,0.1555,0.2325,10,False,True,False
1315,1315,0.55,0.425,0.135,0.7305,0.3325,0.1545,0.215,9,False,True,False
1316,1316,0.555,0.44,0.14,0.8705,0.407,0.156,0.255,9,False,False,True
1317,1317,0.555,0.43,0.155,0.7395,0.3135,0.1435,0.28,10,False,True,False
1318,1318,0.555,0.43,0.14,0.7665,0.341,0.165,0.23,9,False,True,False
1319,1319,0.555,0.425,0.145,0.7905,0.3485,0.1765,0.225,9,False,True,False
1320,1320,0.56,0.425,0.135,0.8205,0.3715,0.185,0.236,9,False,True,False
1321,1321,0.56,0.425,0.145,0.688,0.3095,0.1305,0.2165,9,False,True,False
1322,1322,0.56,0.445,0.155,1.224,0.5565,0.3225,0.2695,10,True,False,False
1323,1323,0.56,0.455,0.145,0.974,0.547,0.1615,0.235,9,False,True,False
1324,1324,0.565,0.44,0.175,0.8735,0.414,0.21,0.21,11,False,True,False
1325,1325,0.565,0.45,0.145,0.8495,0.4215,0.1685,0.225,8,True,False,False
1326,1326,0.565,0.445,0.15,0.796,0.3635,0.184,0.219,8,False,False,True
1327,1327,0.565,0.39,0.125,0.744,0.352,0.13,0.1685,11,False,False,True
1328,1328,0.57,0.45,0.145,0.751,0.2825,0.2195,0.2215,10,False,True,False
1329,1329,0.57,0.45,0.135,0.794,0.3815,0.1415,0.245,8,False,True,False
1330,1330,0.57,0.46,0.135,0.9795,0.397,0.2525,0.2655,9,True,False,False
1331,1331,0.57,0.435,0.17,0.873,0.382,0.183,0.2705,10,False,False,True
1332,1332,0.57,0.44,0.13,0.7665,0.347,0.1785,0.202,10,False,True,False
1333,1333,0.57,0.435,0.125,0.8965,0.383,0.1835,0.275,9,False,False,True
1334,1334,0.575,0.42,0.135,0.857,0.461,0.147,0.2125,10,True,False,False
1335,1335,0.575,0.48,0.165,1.078,0.511,0.2095,0.306,9,True,False,False
1336,1336,0.575,0.46,0.155,0.892,0.4415,0.176,0.22,10,False,False,True
1337,1337,0.58,0.46,0.155,1.4395,0.6715,0.273,0.2955,10,False,False,True
1338,1338,0.58,0.455,0.135,0.7955,0.405,0.167,0.204,10,False,False,True
1339,1339,0.58,0.445,0.15,0.858,0.4,0.156,0.253,8,True,False,False
1340,1340,0.585,0.465,0.155,0.9145,0.4555,0.1965,0.235,9,False,False,True
1341,1341,0.585,0.49,0.185,1.171,0.522,0.2535,0.335,10,False,False,True
1342,1342,0.585,0.475,0.16,1.0505,0.48,0.234,0.285,10,False,True,False
1343,1343,0.585,0.46,0.165,1.1135,0.5825,0.2345,0.274,10,False,False,True
1344,1344,0.585,0.47,0.165,1.409,0.8,0.229,0.295,10,False,False,True
1345,1345,0.585,0.475,0.15,1.065,0.5315,0.199,0.2885,10,False,False,True
1346,1346,0.585,0.45,0.18,0.7995,0.336,0.1855,0.237,8,False,False,True
1347,1347,0.59,0.445,0.135,0.7715,0.328,0.1745,0.23,9,False,True,False
1348,1348,0.59,0.47,0.18,1.187,0.5985,0.227,0.31,9,False,False,True
1349,1349,0.59,0.455,0.155,0.8855,0.388,0.188,0.275,10,False,False,True
1350,1350,0.595,0.465,0.15,0.98,0.4115,0.196,0.2255,10,True,False,False
1351,1351,0.595,0.465,0.155,1.026,0.4645,0.112,0.305,12,True,False,False
1352,1352,0.6,0.475,0.17,1.1315,0.508,0.272,0.309,10,False,False,True
1353,1353,0.6,0.48,0.155,1.014,0.451,0.1885,0.325,11,False,False,True
1354,1354,0.6,0.475,0.15,1.12,0.565,0.2465,0.27,10,False,True,False
1355,1355,0.6,0.465,0.155,1.04,0.4755,0.25,0.28,11,True,False,False
1356,1356,0.6,0.455,0.145,0.8895,0.419,0.1715,0.269,10,True,False,False
1357,1357,0.6,0.46,0.155,0.9595,0.4455,0.189,0.295,11,False,False,True
1358,1358,0.605,0.485,0.15,1.238,0.6315,0.226,0.33,11,False,True,False
1359,1359,0.605,0.49,0.14,0.9755,0.419,0.206,0.315,10,False,False,True
1360,1360,0.605,0.435,0.13,0.9025,0.432,0.174,0.26,11,False,True,False
1361,1361,0.605,0.475,0.175,1.076,0.463,0.2195,0.335,9,True,False,False
1362,1362,0.605,0.47,0.16,1.0835,0.5405,0.2215,0.275,12,True,False,False
1363,1363,0.61,0.45,0.15,0.871,0.407,0.1835,0.25,10,False,False,True
1364,1364,0.61,0.48,0.165,1.244,0.6345,0.257,0.305,12,False,False,True
1365,1365,0.61,0.475,0.17,1.0265,0.435,0.2335,0.3035,10,False,False,True
1366,1366,0.61,0.465,0.15,0.9605,0.4495,0.1725,0.286,9,False,True,False
1367,1367,0.61,0.48,0.17,1.137,0.4565,0.29,0.347,10,False,False,True
1368,1368,0.61,0.46,0.16,1.0,0.494,0.197,0.275,10,False,False,True
1369,1369,0.615,0.475,0.155,1.004,0.4475,0.193,0.2895,10,True,False,False
1370,1370,0.615,0.47,0.165,1.128,0.4465,0.2195,0.34,10,False,False,True
1371,1371,0.615,0.5,0.17,1.054,0.4845,0.228,0.295,10,False,False,True
1372,1372,0.615,0.475,0.165,1.023,0.4905,0.1955,0.3035,12,True,False,False
1373,1373,0.615,0.475,0.17,1.129,0.4795,0.302,0.3,10,False,False,True
1374,1374,0.615,0.48,0.175,1.118,0.446,0.3195,0.3,9,False,False,True
1375,1375,0.615,0.475,0.155,1.115,0.484,0.2115,0.355,10,True,False,False
1376,1376,0.62,0.51,0.175,1.2815,0.5715,0.2385,0.39,10,False,False,True
1377,1377,0.62,0.495,0.18,1.2555,0.5765,0.254,0.355,12,False,False,True
1378,1378,0.62,0.5,0.15,1.293,0.596,0.3135,0.354,10,True,False,False
1379,1379,0.62,0.475,0.16,1.1295,0.463,0.2685,0.33,10,True,False,False
1380,1380,0.625,0.455,0.17,1.082,0.4955,0.2345,0.315,9,False,False,True
1381,1381,0.625,0.505,0.175,1.15,0.5475,0.256,0.3045,11,True,False,False
1382,1382,0.625,0.515,0.16,1.264,0.5715,0.326,0.321,9,True,False,False
1383,1383,0.625,0.48,0.155,1.2035,0.5865,0.239,0.3185,12,True,False,False
1384,1384,0.63,0.485,0.17,1.3205,0.5945,0.345,0.345,9,True,False,False
1385,1385,0.63,0.505,0.18,1.272,0.6025,0.295,0.315,11,False,True,False
1386,1386,0.63,0.485,0.145,1.062,0.5065,0.1785,0.3365,12,False,False,True
1387,1387,0.63,0.475,0.145,1.0605,0.5165,0.2195,0.28,10,False,True,False
1388,1388,0.63,0.495,0.16,1.093,0.497,0.221,0.315,12,False,False,True
1389,1389,0.635,0.49,0.16,1.101,0.534,0.1865,0.3455,10,False,False,True
1390,1390,0.635,0.5,0.165,1.4595,0.705,0.2645,0.39,9,True,False,False
1391,1391,0.635,0.495,0.175,1.211,0.707,0.2725,0.323,9,True,False,False
1392,1392,0.635,0.475,0.17,1.1935,0.5205,0.2695,0.3665,10,False,False,True
1393,1393,0.635,0.51,0.155,0.986,0.405,0.2255,0.31,10,False,False,True
1394,1394,0.64,0.565,0.23,1.521,0.644,0.372,0.406,15,False,False,True
1395,1395,0.64,0.525,0.18,1.3135,0.4865,0.2995,0.4075,10,False,False,True
1396,1396,0.645,0.51,0.16,1.1835,0.556,0.2385,0.345,11,False,False,True
1397,1397,0.645,0.5,0.195,1.401,0.6165,0.3515,0.3725,10,False,False,True
1398,1398,0.645,0.525,0.16,1.5075,0.7455,0.245,0.4325,11,False,False,True
1399,1399,0.65,0.505,0.165,1.16,0.4785,0.274,0.349,11,True,False,False
1400,1400,0.65,0.59,0.22,1.662,0.77,0.378,0.435,11,True,False,False
1401,1401,0.65,0.525,0.175,1.5365,0.6865,0.3585,0.405,11,False,False,True
1402,1402,0.65,0.51,0.19,1.542,0.7155,0.3735,0.375,9,False,False,True
1403,1403,0.65,0.51,0.17,1.567,0.7245,0.349,0.391,10,True,False,False
1404,1404,0.655,0.525,0.19,1.3595,0.564,0.3215,0.3985,10,True,False,False
1405,1405,0.655,0.535,0.205,1.6445,0.7305,0.3595,0.46,13,False,False,True
1406,1406,0.655,0.52,0.19,1.4545,0.6,0.3865,0.383,10,True,False,False
1407,1407,0.655,0.49,0.175,1.3585,0.6395,0.294,0.365,10,False,False,True
1408,1408,0.66,0.495,0.21,1.548,0.724,0.3525,0.3925,10,True,False,False
1409,1409,0.66,0.515,0.17,1.337,0.615,0.3125,0.3575,10,True,False,False
1410,1410,0.665,0.53,0.18,1.491,0.6345,0.342,0.435,10,True,False,False
1411,1411,0.67,0.53,0.225,1.5615,0.63,0.487,0.3725,11,True,False,False
1412,1412,0.67,0.505,0.175,1.0145,0.4375,0.271,0.3745,10,True,False,False
1413,1413,0.675,0.545,0.185,1.7375,0.876,0.3135,0.469,13,False,False,True
1414,1414,0.685,0.545,0.205,1.7925,0.8145,0.416,0.461,9,False,False,True
1415,1415,0.695,0.565,0.19,1.7635,0.7465,0.399,0.4975,11,True,False,False
1416,1416,0.7,0.545,0.13,1.556,0.6725,0.374,0.195,12,True,False,False
1417,1417,0.705,0.565,0.515,2.21,1.1075,0.4865,0.512,10,False,False,True
1418,1418,0.705,0.555,0.215,2.141,1.0465,0.383,0.528,11,False,False,True
1419,1419,0.705,0.57,0.18,1.5345,0.96,0.4195,0.43,12,True,False,False
1420,1420,0.71,0.55,0.17,1.614,0.743,0.345,0.45,11,True,False,False
1421,1421,0.72,0.575,0.17,1.9335,0.913,0.389,0.51,13,True,False,False
1422,1422,0.72,0.575,0.215,2.173,0.9515,0.564,0.5365,12,False,False,True
1423,1423,0.725,0.6,0.2,1.737,0.697,0.3585,0.595,11,True,False,False
1424,1424,0.73,0.58,0.19,1.7375,0.6785,0.4345,0.52,11,True,False,False
1425,1425,0.735,0.565,0.205,2.1275,0.949,0.46,0.565,12,True,False,False
1426,1426,0.745,0.57,0.215,2.25,1.1565,0.446,0.558,9,True,False,False
1427,1427,0.75,0.61,0.235,2.5085,1.232,0.519,0.612,14,True,False,False
1428,1428,0.815,0.65,0.25,2.255,0.8905,0.42,0.7975,14,True,False,False
1431,1431,0.365,0.265,0.135,0.2215,0.105,0.047,0.0605,7,False,True,False
1432,1432,0.365,0.255,0.08,0.1985,0.0785,0.0345,0.053,5,False,True,False
1433,1433,0.37,0.27,0.095,0.232,0.1325,0.041,0.0615,6,False,True,False
1434,1434,0.375,0.28,0.085,0.3155,0.187,0.046,0.067,7,False,True,False
1435,1435,0.385,0.3,0.09,0.247,0.1225,0.044,0.0675,5,False,True,False
1436,1436,0.395,0.295,0.09,0.3025,0.143,0.0665,0.0765,5,False,True,False
1437,1437,0.4,0.29,0.11,0.329,0.188,0.0455,0.0825,6,False,True,False
1438,1438,0.4,0.3,0.09,0.2815,0.1185,0.061,0.08,7,False,True,False
1439,1439,0.405,0.31,0.095,0.3425,0.1785,0.064,0.0855,8,False,True,False
1440,1440,0.405,0.29,0.09,0.2825,0.112,0.075,0.0815,7,False,True,False
1441,1441,0.405,0.3,0.105,0.304,0.1455,0.061,0.0805,6,False,True,False
1442,1442,0.41,0.32,0.095,0.2905,0.141,0.063,0.073,5,False,True,False
1443,1443,0.415,0.315,0.115,0.3895,0.2015,0.065,0.103,9,False,False,True
1444,1444,0.425,0.34,0.105,0.389,0.2015,0.0905,0.088,6,False,True,False
1445,1445,0.43,0.34,0.105,0.4405,0.2385,0.0745,0.1075,6,False,True,False
1446,1446,0.44,0.34,0.105,0.369,0.164,0.08,0.1015,5,False,True,False
1447,1447,0.44,0.32,0.12,0.4565,0.2435,0.092,0.1025,8,False,False,True
1448,1448,0.44,0.365,0.11,0.4465,0.213,0.089,0.1135,9,False,True,False
1449,1449,0.45,0.335,0.125,0.4475,0.2165,0.126,0.11,6,False,False,True
1450,1450,0.455,0.335,0.135,0.501,0.274,0.0995,0.1065,7,False,True,False
1451,1451,0.46,0.355,0.11,0.436,0.1975,0.096,0.125,8,False,True,False
1452,1452,0.47,0.345,0.14,0.4615,0.229,0.1105,0.116,9,False,True,False
1453,1453,0.47,0.35,0.125,0.4315,0.19,0.1165,0.1175,6,False,True,False
1454,1454,0.47,0.355,0.12,0.3685,0.126,0.0835,0.1365,6,False,True,False
1455,1455,0.475,0.37,0.125,0.649,0.347,0.136,0.142,8,False,False,True
1456,1456,0.475,0.365,0.115,0.459,0.2175,0.093,0.1165,7,False,True,False
1457,1457,0.475,0.365,0.115,0.566,0.281,0.117,0.1335,7,True,False,False
1458,1458,0.48,0.36,0.125,0.542,0.2795,0.1025,0.147,7,False,True,False
1459,1459,0.485,0.38,0.12,0.4725,0.2075,0.1075,0.147,6,False,True,False
1460,1460,0.485,0.39,0.085,0.6435,0.2945,0.103,0.198,8,False,False,True
1461,1461,0.485,0.37,0.13,0.526,0.2485,0.105,0.1555,6,False,False,True
1462,1462,0.495,0.38,0.12,0.573,0.2655,0.1285,0.144,7,True,False,False
1463,1463,0.505,0.385,0.105,0.5525,0.239,0.1245,0.1555,9,False,False,True
1464,1464,0.505,0.38,0.135,0.6855,0.361,0.1565,0.161,9,True,False,False
1465,1465,0.515,0.395,0.125,0.556,0.2695,0.096,0.17,8,False,True,False
1466,1466,0.515,0.425,0.145,0.9365,0.497,0.181,0.2185,8,False,False,True
1467,1467,0.515,0.4,0.125,0.5625,0.25,0.1245,0.17,7,False,True,False
1468,1468,0.52,0.4,0.125,0.559,0.254,0.139,0.149,8,False,False,True
1469,1469,0.525,0.4,0.14,0.7205,0.3685,0.145,0.1735,8,False,False,True
1470,1470,0.53,0.43,0.13,0.7045,0.346,0.1415,0.189,9,False,True,False
1471,1471,0.53,0.4,0.125,0.7575,0.398,0.151,0.175,8,False,False,True
1472,1472,0.545,0.41,0.14,0.7405,0.3565,0.1775,0.203,9,True,False,False
1473,1473,0.55,0.43,0.14,0.84,0.375,0.218,0.1945,8,True,False,False
1474,1474,0.55,0.425,0.16,0.793,0.343,0.2035,0.215,9,False,False,True
1475,1475,0.56,0.43,0.15,0.8745,0.453,0.161,0.22,8,True,False,False
1476,1476,0.56,0.435,0.15,0.8715,0.4755,0.1835,0.1835,9,True,False,False
1477,1477,0.57,0.445,0.15,0.9875,0.504,0.207,0.249,8,False,False,True
1478,1478,0.575,0.465,0.15,1.08,0.595,0.2065,0.238,9,False,False,True
1479,1479,0.575,0.46,0.165,0.9155,0.4005,0.2465,0.2385,8,False,False,True
1480,1480,0.58,0.46,0.175,1.165,0.65,0.2205,0.3055,9,True,False,False
1481,1481,0.58,0.435,0.14,0.953,0.475,0.2165,0.2095,9,True,False,False
1482,1482,0.585,0.455,0.15,0.906,0.4095,0.23,0.2335,8,False,False,True
1483,1483,0.59,0.44,0.15,0.8725,0.387,0.215,0.245,8,False,False,True
1484,1484,0.59,0.465,0.15,1.151,0.613,0.239,0.2515,9,True,False,False
1485,1485,0.59,0.46,0.145,0.9905,0.453,0.2205,0.275,8,True,False,False
1486,1486,0.595,0.455,0.16,1.04,0.452,0.2655,0.288,9,True,False,False
1487,1487,0.6,0.455,0.155,0.945,0.4365,0.2085,0.25,8,False,False,True
1488,1488,0.6,0.465,0.2,1.259,0.6405,0.1985,0.357,9,False,False,True
1489,1489,0.605,0.485,0.165,0.9515,0.4535,0.193,0.2765,11,True,False,False
1490,1490,0.605,0.485,0.16,1.201,0.417,0.2875,0.38,9,True,False,False
1491,1491,0.605,0.515,0.17,1.289,0.6,0.2945,0.3315,9,True,False,False
1492,1492,0.61,0.485,0.17,1.1005,0.5125,0.229,0.305,11,True,False,False
1493,1493,0.615,0.475,0.13,0.8425,0.353,0.1915,0.251,8,False,True,False
1494,1494,0.62,0.485,0.155,1.049,0.462,0.231,0.25,10,False,False,True
1495,1495,0.62,0.435,0.155,1.012,0.477,0.236,0.275,8,True,False,False
1496,1496,0.62,0.48,0.165,1.0725,0.4815,0.235,0.312,9,False,False,True
1497,1497,0.625,0.52,0.175,1.4105,0.691,0.322,0.3465,10,False,False,True
1498,1498,0.625,0.47,0.18,1.136,0.451,0.3245,0.305,11,False,False,True
1499,1499,0.63,0.47,0.145,1.1005,0.52,0.26,0.276,9,False,False,True
1500,1500,0.63,0.5,0.175,1.1105,0.467,0.268,0.329,10,True,False,False
1501,1501,0.63,0.455,0.15,1.1315,0.481,0.2745,0.305,9,False,False,True
1502,1502,0.63,0.48,0.15,1.271,0.6605,0.2425,0.31,11,False,False,True
1503,1503,0.63,0.49,0.225,1.336,0.6805,0.259,0.3245,10,True,False,False
1504,1504,0.635,0.505,0.145,1.1345,0.505,0.2655,0.315,10,True,False,False
1505,1505,0.635,0.51,0.185,1.308,0.544,0.318,0.377,8,False,False,True
1506,1506,0.64,0.515,0.205,1.5335,0.6635,0.3345,0.4025,9,True,False,False
1507,1507,0.645,0.515,0.175,1.546,0.7035,0.365,0.415,10,True,False,False
1508,1508,0.645,0.51,0.155,1.539,0.6405,0.3585,0.43,11,False,False,True
1509,1509,0.645,0.505,0.165,1.318,0.55,0.3015,0.335,11,True,False,False
1510,1510,0.65,0.545,0.175,1.5245,0.59,0.326,0.495,10,True,False,False
1511,1511,0.65,0.515,0.175,1.466,0.677,0.3045,0.4,10,False,False,True
1512,1512,0.65,0.5,0.16,1.3825,0.702,0.304,0.3195,9,True,False,False
1513,1513,0.65,0.485,0.14,1.175,0.475,0.2435,0.215,8,False,False,True
1514,1514,0.655,0.54,0.215,1.5555,0.695,0.296,0.444,11,True,False,False
1515,1515,0.655,0.51,0.215,1.7835,0.8885,0.4095,0.4195,11,False,False,True
1516,1516,0.66,0.505,0.165,1.374,0.589,0.351,0.345,10,False,False,True
1517,1517,0.665,0.515,0.18,1.389,0.5945,0.324,0.395,10,True,False,False
1518,1518,0.67,0.545,0.2,1.7025,0.833,0.374,0.41,11,False,False,True
1519,1519,0.67,0.51,0.175,1.5265,0.651,0.4475,0.345,10,False,False,True
1520,1520,0.67,0.5,0.19,1.519,0.616,0.388,0.415,10,False,False,True
1521,1521,0.68,0.5,0.185,1.741,0.7665,0.3255,0.4685,12,True,False,False
1522,1522,0.68,0.515,0.17,1.6115,0.8415,0.306,0.395,11,False,False,True
1523,1523,0.69,0.525,0.2,1.7825,0.9165,0.3325,0.461,12,False,False,True
1524,1524,0.7,0.55,0.17,1.684,0.7535,0.3265,0.32,11,True,False,False
1525,1525,0.7,0.555,0.2,1.858,0.73,0.3665,0.595,11,False,False,True
1526,1526,0.705,0.56,0.165,1.675,0.797,0.4095,0.388,10,False,False,True
1527,1527,0.72,0.565,0.2,2.1055,1.017,0.363,0.494,12,False,False,True
1528,1528,0.725,0.575,0.24,2.21,1.351,0.413,0.5015,13,False,False,True
1529,1529,0.74,0.57,0.18,1.8725,0.9115,0.427,0.446,10,False,False,True
1530,1530,0.75,0.55,0.18,1.893,0.942,0.397,0.445,11,False,False,True
1531,1531,0.21,0.17,0.045,0.0475,0.019,0.011,0.013,5,False,True,False
1532,1532,0.285,0.21,0.055,0.101,0.0415,0.017,0.0335,5,False,True,False
1533,1533,0.295,0.215,0.07,0.121,0.047,0.0155,0.0405,6,False,True,False
1534,1534,0.3,0.23,0.085,0.117,0.05,0.0175,0.0415,6,False,True,False
1535,1535,0.305,0.225,0.09,0.1465,0.063,0.034,0.0415,6,False,True,False
1536,1536,0.335,0.255,0.08,0.168,0.079,0.0355,0.05,5,False,True,False
1537,1537,0.35,0.26,0.075,0.18,0.09,0.0245,0.055,5,False,True,False
1538,1538,0.355,0.27,0.075,0.1775,0.079,0.0315,0.054,6,False,True,False
1539,1539,0.355,0.26,0.09,0.1985,0.0715,0.0495,0.058,7,False,True,False
1540,1540,0.36,0.27,0.095,0.2,0.073,0.056,0.061,8,False,True,False
1541,1541,0.36,0.275,0.075,0.2205,0.0985,0.044,0.066,7,False,True,False
1542,1542,0.36,0.265,0.075,0.1845,0.083,0.0365,0.055,7,False,True,False
1543,1543,0.365,0.27,0.085,0.2225,0.0935,0.0525,0.066,7,False,True,False
1544,1544,0.37,0.27,0.095,0.2175,0.097,0.046,0.065,6,False,True,False
1545,1545,0.375,0.28,0.08,0.2165,0.0935,0.0925,0.07,7,False,True,False
1546,1546,0.38,0.285,0.095,0.243,0.0895,0.0665,0.075,7,False,True,False
1547,1547,0.38,0.29,0.1,0.237,0.108,0.0395,0.082,6,False,True,False
1548,1548,0.385,0.29,0.09,0.2365,0.1,0.0505,0.076,8,False,True,False
1549,1549,0.385,0.28,0.095,0.257,0.119,0.059,0.07,7,False,True,False
1550,1550,0.385,0.3,0.09,0.308,0.1525,0.056,0.0835,8,False,True,False
1551,1551,0.39,0.3,0.09,0.252,0.1065,0.053,0.08,7,False,True,False
1552,1552,0.39,0.285,0.1,0.281,0.1275,0.062,0.077,7,False,True,False
1553,1553,0.39,0.29,0.1,0.2225,0.095,0.0465,0.073,7,False,True,False
1554,1554,0.41,0.3,0.09,0.304,0.129,0.071,0.0955,8,False,True,False
1555,1555,0.41,0.3,0.09,0.28,0.141,0.0575,0.075,8,False,True,False
1556,1556,0.415,0.325,0.1,0.313,0.139,0.0625,0.0965,7,False,True,False
1557,1557,0.425,0.325,0.11,0.317,0.135,0.048,0.09,8,False,True,False
1558,1558,0.425,0.315,0.08,0.303,0.131,0.0585,0.095,7,False,True,False
1559,1559,0.435,0.335,0.1,0.3295,0.129,0.07,0.11,7,False,True,False
1560,1560,0.435,0.325,0.11,0.367,0.1595,0.08,0.105,6,False,True,False
1561,1561,0.45,0.34,0.095,0.3245,0.1385,0.064,0.105,8,False,True,False
1562,1562,0.45,0.335,0.11,0.4195,0.181,0.085,0.1345,7,False,True,False
1563,1563,0.455,0.36,0.115,0.457,0.2085,0.0855,0.147,10,False,True,False
1564,1564,0.46,0.35,0.11,0.4,0.176,0.083,0.1205,7,False,True,False
1565,1565,0.46,0.355,0.11,0.4255,0.2015,0.081,0.13,7,False,True,False
1566,1566,0.465,0.37,0.12,0.4365,0.188,0.0815,0.147,9,False,True,False
1567,1567,0.465,0.345,0.11,0.393,0.1825,0.0735,0.12,8,False,True,False
1568,1568,0.47,0.355,0.125,0.499,0.21,0.0985,0.155,8,False,True,False
1569,1569,0.475,0.36,0.145,0.6325,0.2825,0.137,0.19,8,False,True,False
1570,1570,0.475,0.36,0.1,0.4285,0.1965,0.099,0.112,7,False,False,True
1571,1571,0.475,0.36,0.125,0.4905,0.205,0.1305,0.125,8,False,True,False
1572,1572,0.48,0.37,0.125,0.474,0.179,0.1035,0.175,9,False,True,False
1573,1573,0.48,0.37,0.12,0.536,0.251,0.114,0.15,8,False,True,False
1574,1574,0.48,0.355,0.16,0.464,0.221,0.106,0.239,8,False,False,True
1575,1575,0.485,0.375,0.13,0.6025,0.2935,0.1285,0.16,7,False,True,False
1576,1576,0.49,0.375,0.115,0.4615,0.204,0.0945,0.143,8,False,True,False
1577,1577,0.49,0.4,0.135,0.624,0.3035,0.1285,0.169,8,False,True,False
1578,1578,0.495,0.37,0.125,0.4715,0.2075,0.091,0.15,8,False,True,False
1579,1579,0.495,0.4,0.105,0.602,0.2505,0.1265,0.19,8,False,True,False
1580,1580,0.5,0.4,0.12,0.616,0.261,0.143,0.1935,8,False,True,False
1581,1581,0.5,0.39,0.12,0.5955,0.2455,0.147,0.173,8,False,True,False
1582,1582,0.5,0.375,0.14,0.559,0.2375,0.135,0.169,9,False,True,False
1583,1583,0.51,0.395,0.13,0.6025,0.281,0.143,0.162,7,False,True,False
1584,1584,0.515,0.375,0.11,0.6065,0.3005,0.131,0.15,6,True,False,False
1585,1585,0.515,0.36,0.125,0.4725,0.1815,0.125,0.138,9,False,True,False
1586,1586,0.515,0.35,0.105,0.4745,0.213,0.123,0.1275,10,False,True,False
1587,1587,0.515,0.395,0.125,0.6635,0.32,0.14,0.17,8,False,True,False
1588,1588,0.515,0.39,0.125,0.5705,0.238,0.1265,0.185,8,False,True,False
1589,1589,0.52,0.41,0.145,0.646,0.2965,0.1595,0.165,9,False,True,False
1590,1590,0.52,0.39,0.13,0.5545,0.2355,0.1095,0.1895,7,False,True,False
1591,1591,0.525,0.415,0.145,0.845,0.3525,0.1635,0.2875,8,False,False,True
1592,1592,0.525,0.39,0.12,0.664,0.3115,0.147,0.178,9,False,True,False
1593,1593,0.525,0.38,0.135,0.615,0.261,0.159,0.175,8,False,True,False
1594,1594,0.525,0.4,0.14,0.654,0.305,0.16,0.169,7,False,True,False
1595,1595,0.525,0.4,0.155,0.707,0.282,0.1605,0.225,9,False,False,True
1596,1596,0.53,0.42,0.12,0.5965,0.2555,0.141,0.177,7,False,True,False
1597,1597,0.53,0.43,0.135,0.6255,0.245,0.1455,0.2135,10,False,True,False
1598,1598,0.53,0.4,0.145,0.555,0.1935,0.1305,0.195,9,False,True,False
1599,1599,0.53,0.42,0.13,0.8365,0.3745,0.167,0.249,11,False,True,False
1600,1600,0.535,0.4,0.13,0.657,0.2835,0.162,0.175,7,False,True,False
1601,1601,0.54,0.43,0.17,0.836,0.3725,0.1815,0.24,9,False,True,False
1602,1602,0.54,0.425,0.14,0.742,0.32,0.1395,0.25,9,False,True,False
1603,1603,0.54,0.43,0.14,0.8195,0.3935,0.1725,0.2295,9,False,True,False
1604,1604,0.54,0.455,0.14,0.972,0.419,0.255,0.269,10,False,False,True
1605,1605,0.54,0.42,0.14,0.6275,0.2505,0.1175,0.235,9,False,True,False
1606,1606,0.54,0.425,0.13,0.7205,0.2955,0.169,0.225,10,False,True,False
1607,1607,0.54,0.425,0.135,0.686,0.3475,0.1545,0.213,8,False,True,False
1608,1608,0.545,0.4,0.13,0.686,0.3285,0.1455,0.18,9,False,True,False
1609,1609,0.545,0.375,0.12,0.543,0.2375,0.1155,0.1725,8,False,True,False
1610,1610,0.545,0.42,0.125,0.717,0.358,0.112,0.22,8,False,True,False
